,user,item,rating
0,1,1,4
1,1,2,3
2,1,4,4
3,1,5,4
4,1,7,4
5,1,8,5
6,1,9,4
7,1,11,4
8,1,12,5
9,1,13,4
10,1,15,3
11,1,22,3
12,1,24,3
13,1,25,3
14,1,28,3
15,1,29,3
16,1,31,4
17,1,32,3
18,1,38,3
19,1,39,3
20,1,40,3
21,1,42,4
22,1,43,3
23,1,44,3
24,1,46,4
25,1,47,4
26,1,48,4
27,1,49,3
28,1,50,5
29,1,51,4
30,1,53,3
31,1,54,3
32,1,55,3
33,1,56,5
34,1,58,4
35,1,62,3
36,1,63,3
37,1,64,4
38,1,65,4
39,1,66,3
40,1,67,3
41,1,68,3
42,1,69,5
43,1,71,5
44,1,72,3
45,1,73,3
46,1,77,3
47,1,78,3
48,1,79,4
49,1,80,2
50,1,81,3
51,1,82,2
52,1,85,3
53,1,87,3
54,1,88,3
55,1,89,5
56,1,91,3
57,1,92,4
58,1,93,4
59,1,94,3
60,1,95,3
61,1,96,4
62,1,98,5
63,1,100,5
64,1,101,2
65,1,102,2
66,1,106,3
67,1,108,2
68,1,109,3
69,1,111,3
70,1,115,3
71,1,116,3
72,1,117,4
73,1,118,2
74,1,120,2
75,1,121,5
76,1,122,3
77,1,123,2
78,1,124,4
79,1,125,4
80,1,129,4
81,1,132,3
82,1,134,4
83,1,135,4
84,1,143,3
85,1,144,4
86,1,145,2
87,1,147,2
88,1,148,2
89,1,149,3
90,1,153,4
91,1,154,4
92,1,155,2
93,1,156,4
94,1,157,4
95,1,159,4
96,1,160,4
97,1,161,2
98,1,164,4
99,1,167,3
100,1,168,4
101,1,169,5
102,1,171,4
103,1,172,4
104,1,173,3
105,1,174,5
106,1,175,4
107,1,176,5
108,1,179,5
109,1,180,5
110,1,181,4
111,1,182,4
112,1,183,4
113,1,184,3
114,1,186,4
115,1,189,4
116,1,190,4
117,1,191,4
118,1,193,4
119,1,195,5
120,1,196,4
121,1,198,5
122,1,199,3
123,1,200,3
124,1,201,3
125,1,202,3
126,1,203,4
127,1,204,4
128,1,208,4
129,1,209,5
130,1,210,4
131,1,212,4
132,1,214,4
133,1,215,4
134,1,216,3
135,1,217,3
136,1,218,4
137,1,219,4
138,1,220,1
139,1,222,4
140,1,223,5
141,1,225,3
142,1,226,3
143,1,227,1
144,1,228,4
145,1,229,3
146,1,230,3
147,1,231,3
148,1,233,3
149,1,234,4
150,1,235,3
151,1,237,4
152,1,238,5
153,1,239,4
154,1,240,2
155,1,241,3
156,1,243,1
157,1,245,4
158,1,246,4
159,1,248,4
160,1,249,3
161,1,250,4
162,1,252,4
163,1,257,2
164,1,258,4
165,1,260,1
166,1,265,4
167,1,268,4
168,1,271,2
169,1,273,4
170,1,274,4
171,1,276,5
172,1,278,3
173,1,281,3
174,1,282,4
175,1,284,2
176,1,288,3
177,1,289,3
178,1,291,4
179,1,294,3
180,1,295,2
181,1,304,4
182,1,307,4
183,1,313,5
184,1,318,2
185,1,322,3
186,1,328,3
187,1,356,3
188,1,363,3
189,1,364,3
190,1,367,3
191,1,368,1
192,1,369,3
193,1,370,1
194,1,376,3
195,1,382,4
196,1,383,1
197,1,385,4
198,1,386,3
199,1,393,3
200,1,396,3
201,1,401,3
202,1,402,3
203,1,403,4
204,1,405,2
205,1,406,2
206,1,408,4
207,1,409,3
208,1,410,3
209,1,411,4
210,1,412,2
211,1,418,3
212,1,421,4
213,1,423,3
214,1,425,4
215,1,428,4
216,1,431,4
217,1,432,3
218,1,433,5
219,1,436,4
220,1,449,3
221,1,450,2
222,1,451,3
223,1,452,2
224,1,453,1
225,1,455,2
226,1,456,2
227,1,463,4
228,1,466,4
229,1,471,4
230,1,474,4
231,1,475,5
232,1,476,2
233,1,500,4
234,1,501,2
235,1,504,3
236,1,508,5
237,1,515,4
238,1,518,5
239,1,521,4
240,1,527,3
241,1,528,4
242,1,531,4
243,1,540,2
244,1,546,2
245,1,551,2
246,1,552,3
247,1,554,2
248,1,558,3
249,1,559,3
250,1,561,3
251,1,566,4
