,user,item,rating
0,1,2,855
1,1,3,779
2,1,4,12
3,1,5,18
4,1,6,8
5,1,7,15
6,1,8,6
7,1,9,6
8,1,10,20
9,1,11,214
10,1,12,54
11,1,13,263
12,1,14,146
13,1,15,8
14,1,16,6
15,1,17,6
16,1,18,7
17,1,19,36
18,1,20,153
19,1,21,19
20,1,22,4
21,1,23,4
22,1,24,4
23,1,25,4
24,1,26,4
25,1,27,55
26,1,28,9
27,1,29,8
28,1,30,268
29,1,31,128
30,1,32,100
31,1,33,68
32,1,34,87
33,1,35,53
34,1,36,13
35,1,37,39
36,1,38,25
37,1,39,37
38,1,40,42
39,1,41,23
40,1,42,2
41,1,43,271
42,1,44,117
43,1,45,86
44,1,46,53
45,1,47,7
46,1,48,15
47,1,49,448
48,1,50,50
49,1,51,188
50,1,52,145
51,1,53,33
52,1,54,61
53,1,55,13
54,1,56,25
55,1,57,149
56,1,58,6
57,1,59,13
58,1,60,6
59,1,61,12
60,1,62,8
61,1,63,4
62,1,64,11
63,1,65,8
64,1,66,10
65,1,67,162
66,1,68,136
67,1,69,8
68,1,70,46
69,1,71,247
70,1,72,42
71,1,73,112
72,1,74,12
73,1,75,1
74,1,76,11
75,1,77,5
76,1,78,4
77,1,79,5
78,1,80,5
79,1,81,3
80,1,82,481
81,1,83,3
82,1,84,180
83,1,85,26
84,1,86,201
85,1,87,11
86,1,88,12
87,1,89,10
88,1,90,10
89,1,91,30
90,1,92,2
91,1,93,4
92,1,94,80
93,1,95,21
94,1,96,28
95,1,97,29
96,1,98,30
97,1,99,6
98,1,100,19
99,1,101,41
100,1,102,33
101,1,103,121
102,1,104,79
103,1,105,179
104,1,106,6
105,1,107,7
106,1,108,7
107,1,109,8
108,1,110,8
109,1,111,8
110,1,112,7
111,1,113,6
112,1,114,80
113,1,115,16
114,1,116,256
115,1,117,1
116,1,118,33
117,1,119,90
118,1,120,4
119,1,121,4
120,1,122,4
121,1,123,4
122,1,124,7
123,1,125,7
124,1,126,7
125,1,127,169
126,1,128,32
127,1,129,136
128,1,130,26
129,1,131,15
130,1,132,444
131,1,133,19
132,1,134,61
133,1,135,95
134,1,136,13
135,1,137,29
136,1,138,37
137,1,139,22
138,1,140,9
139,1,141,34
140,1,142,18
141,1,143,18
142,1,144,71
143,1,145,138
144,1,146,18
145,1,147,9
146,1,148,11
147,1,149,17
148,1,150,15
149,1,151,12
150,1,152,178
151,1,153,74
152,1,154,158
153,1,155,11
154,1,156,40
155,1,157,62
156,1,158,3
157,1,159,3
158,1,160,5
159,1,161,3
160,1,162,2
161,1,163,2
162,1,164,5
163,1,165,9
164,1,166,12
165,1,167,10
166,1,168,10
167,1,169,10
168,1,170,10
169,1,171,10
170,1,172,11
171,1,173,11
172,1,174,12
173,1,175,14
174,1,176,15
175,1,177,13
176,1,178,137
177,1,179,12
178,1,180,142
179,1,181,99
180,1,182,73
181,1,183,55
182,1,184,42
183,1,185,158
184,1,186,17
185,1,187,15
186,1,188,19
187,1,189,17
188,1,190,4
189,1,191,4
190,1,192,3
191,1,193,4
192,1,194,5
193,1,195,7
194,1,196,17
195,1,197,5
196,1,198,10
197,1,199,39
198,1,200,86
199,1,201,226
200,1,202,2
201,1,203,10
202,1,204,31
203,1,205,19
204,1,206,11
205,1,207,76
206,1,208,26
207,1,209,25
208,1,210,26
209,1,211,27
210,1,212,115
211,1,213,9
212,1,214,191
213,1,215,6
214,1,216,13
215,1,217,2
216,1,218,26
217,1,219,2
218,1,220,4
219,1,221,4
220,1,222,5
221,1,223,42
222,1,224,2
223,1,225,5
224,1,226,4
225,1,227,21
226,1,228,2
227,1,229,3
228,1,230,1
229,1,231,1
230,1,232,1
231,1,233,4
232,1,234,1
233,1,235,64
234,1,236,22
235,1,237,67
236,1,238,1
237,1,239,1
238,1,240,5
239,1,241,4
240,1,242,152
241,1,243,9
242,1,244,6
243,1,245,15
244,1,246,7
245,1,247,17
246,1,248,32
247,1,249,24
248,1,250,21
249,1,251,12
250,1,252,69
251,1,253,21
252,1,254,9
253,1,255,19
254,1,256,26
255,1,257,14
256,1,258,38
257,1,259,36
258,1,260,3
259,1,261,8
260,1,262,13
261,1,263,15
262,1,264,518
263,1,265,4
264,1,266,35
265,1,267,27
266,1,268,19
267,1,269,169
268,1,270,33
269,1,271,18
270,1,272,23
271,1,273,20
272,1,274,21
273,1,275,22
274,1,276,22
275,1,277,53
276,1,278,105
277,1,279,42
278,1,280,45
279,1,281,18
280,1,282,2
281,1,283,11
282,1,284,4
283,1,285,2
284,1,286,2
285,1,287,2
286,1,288,4
287,1,289,2
288,1,290,3
289,1,291,3
290,1,292,1
291,1,293,35
292,1,294,7
293,1,295,2
294,1,296,111
295,1,297,96
296,1,298,9
297,1,299,4
298,1,300,1
299,1,301,11
300,1,302,55
301,1,303,2
302,1,304,13
303,1,305,26
304,1,306,3
305,1,307,3
306,1,308,4
307,1,309,3
308,1,310,2
309,1,311,2
310,1,312,2
311,1,313,1
312,1,314,1
313,1,315,1
314,1,316,1
315,1,317,1
316,1,318,1
317,1,319,1
318,1,320,1
319,1,321,1
320,1,322,30
321,1,323,38
322,1,324,8
323,1,325,4
324,1,326,113
325,1,327,2
326,1,328,1
327,1,329,2
328,1,330,3
329,1,331,2
330,1,332,5
331,1,333,2
332,1,334,2
333,1,335,7
334,1,336,1
335,1,337,39
336,1,338,2
337,1,339,2
338,1,340,2
339,1,341,6
340,1,342,2
341,1,343,1
342,1,344,1
343,1,345,1
344,1,346,6
345,1,347,152
346,1,348,2
347,1,349,1
348,1,350,2
349,1,351,2
350,1,352,2
351,1,353,2
352,1,354,2
353,1,355,1
354,1,356,2
355,1,357,4
356,1,358,2
357,1,359,3
358,1,360,3
359,1,361,3
360,1,362,3
361,1,363,3
362,1,364,30
363,1,365,3
364,1,366,1
365,1,367,1
366,1,368,1
367,1,369,1
368,1,370,1
369,1,371,1
370,1,372,2
371,1,373,2
372,1,374,22
